district,trump16_margin,obama12_margin,house_dem18_margin,house_dem_avg_margin,rpt,incumbent_party,safety,house_dem20_margin,house20_winner,govtrack_ideology,last_name
MA-8,-0.26,0.17,0.9842465259184148,0.6661568802045266,0.68,D,Safe,0.7959999999999999,Dem,0.2558315927182105,b'Lynch'
MA-9,-0.107,0.1239999999999999,0.1879553481020474,0.1854026828295305,0.95,D,Safe,0.247,Dem,0.2960457304492562,b'Keating'
MD-1,0.286,-0.2269999999999999,-0.2189611017469588,-0.3428545842561702,0.88,R,Safe,-0.296,Rep,0.7645648812042094,b'Harris'
MD-2,-0.244,0.281,0.353013399025669,0.3104799523168731,0.77,D,Safe,0.3159999999999999,Dem,0.3889073553151521,b'Ruppersberger'
MD-3,-0.305,0.236,0.4084710461622507,0.3167013958908954,0.81,D,Safe,0.378,Dem,0.2357247159899052,b'Sarbanes'
MD-4,-0.575,0.573,0.5819988606873853,0.5230284637837994,0.83,D,Safe,0.5840000000000001,Dem,0.2451392414614338,b'Brown'
MD-5,-0.3199999999999999,0.3369999999999999,0.4320549359157684,0.378010782700499,0.84,D,Safe,0.3419999999999999,Dem,0.3129060050750559,b'Hoyer'
MD-6,-0.1509999999999999,0.124,0.2099005682843877,0.1479726909192389,0.77,D,Safe,0.127,Dem,0.3211913498772702,b'Trone'
MD-8,-0.344,0.26,0.379400620048226,0.2911064475710085,0.76,D,Safe,0.298,Dem,0.1207407844118528,b'Raskin'
ME-1,-0.148,0.214,0.2631375839416698,0.2467138694131997,0.77,D,Safe,0.2059999999999999,Dem,0.2587566091310801,b'Pingree'
ME-2,0.1029999999999999,0.086,0.0103244470823219,0.0061161035451468,0.79,D,Safe,0.076,Dem,0.4447281562709045,b'Golden'
MI-1,0.2129999999999999,-0.083,-0.1263319669049645,-0.0871653296147581,0.96,R,Safe,-0.243,Rep,0.6399192473621486,b'Bergman'
MI-2,0.1759999999999999,-0.1289999999999999,-0.1234715824829847,-0.2493378591682105,0.98,R,Safe,-0.21,Rep,0.6972047687593821,b'Huizenga'
MI-3,0.0939999999999999,-0.073,-0.1123833429877067,-0.1513281055844151,0.96,R,Vulnerable,-0.06,Rep,0.3998369664300753,b'Amash'
MI-4,0.2479999999999999,-0.08,-0.2524820206981231,-0.2543001521942182,0.96,R,Safe,-0.3279999999999999,Rep,0.7166754095787596,b'Moolenaar'
MI-5,-0.042,0.224,0.236012777980775,0.2967440259898085,0.93,D,Safe,0.128,Dem,0.3020960005630546,b'Kildee'
MI-6,0.0839999999999999,-0.014,-0.0455087616464125,-0.1356865479379086,0.95,R,Vulnerable,-0.1569999999999999,Rep,0.5547415352617072,b'Upton'
MI-7,0.17,-0.031,-0.0759167626923337,-0.1130558101468702,0.96,R,Safe,-0.1740000000000001,Rep,0.663567433141551,b'Walberg'
MI-8,0.067,-0.031,0.0383438770700804,-0.1171693075696665,0.96,D,Vulnerable,0.036,Dem,0.3822280554660162,b'Slotkin'
MI-9,-0.0779999999999999,0.153,0.2285602650354771,0.2389185869777202,0.95,D,Safe,0.195,Dem,0.1750415991905976,b'Levin'
MI-10,0.3219999999999999,-0.1159999999999999,-0.2532369400522662,-0.3362506198983836,0.96,R,Safe,-0.3259999999999999,Rep,0.7713371833149044,b'Mitchell'
MI-11,0.044,-0.0539999999999999,0.066825115915885,-0.0697407656295455,0.96,D,Vulnerable,0.024,Dem,0.3541564607435227,b'Stevens'
MI-12,-0.2629999999999999,0.3340000000000001,0.3919281263152179,0.3673643776705519,0.95,D,Safe,0.357,Dem,0.2036874660260939,b'Dingell'
MI-13,-0.607,0.7090000000000001,0.8423629259446049,0.6948534219335079,0.9,D,Safe,0.591,Dem,0.0812851094156284,b'Tlaib'
MI-14,-0.6090000000000001,0.624,0.6356181649395835,0.6203028002442793,0.88,D,Safe,0.6020000000000001,Dem,0.1783805653997481,b'Lawrence'
MN-1,0.149,0.0139999999999999,-0.0045086590253753,0.0600642557827044,0.92,R,Vulnerable,-0.0299999999999999,Rep,0.7081023856350595,b'Hagedorn'
MN-2,0.012,0.001,0.0550762202338682,-0.0540470949967599,0.95,D,Safe,0.022,Dem,0.3945230609740754,b'Craig'
MN-3,-0.0939999999999999,0.008,0.1142055617682697,-0.1073156797892793,0.95,D,Safe,0.112,Dem,0.525463618106058,b'Phillips'
MN-4,-0.309,0.27,0.3624860778907776,0.2966777864163905,0.91,D,Safe,0.3419999999999999,Dem,0.1700084516182727,b'McCollum'
MN-5,-0.552,0.495,0.5628615031541423,0.4978538542990276,0.92,D,Safe,0.386,Dem,0.0740984658006229,b'Omar'
MN-6,0.2569999999999999,-0.15,-0.2236084452975048,-0.1819539235313272,0.96,R,Safe,-0.3119999999999999,Rep,0.7297767678217877,b'Emmer'
MN-7,0.308,-0.0979999999999999,0.0426416206941873,0.1084331447123806,0.89,D,Vulnerable,-0.1319999999999999,Rep,0.6209494432503652,b'Peterson'
MN-8,0.156,0.055,-0.0554213569862289,0.0132939197770071,0.93,R,Safe,-0.1919999999999999,Rep,0.6925996936626357,b'Stauber'
MO-1,-0.5820000000000001,0.6100000000000001,0.633855125284738,0.5777347193395634,0.88,D,Safe,0.599,Dem,0.249351498094307,b'Clay'
MO-2,0.103,-0.157,-0.0395302952141379,-0.1983040271082986,0.95,R,Vulnerable,-0.066,Rep,0.7415848981832671,b'Wagner'
MO-3,0.3899999999999999,-0.259,-0.3224011731072555,-0.3598993186083635,0.97,R,Safe,-0.4090000000000001,Rep,0.7597085575081686,b'Luetkemeyer'
MO-4,0.36,-0.248,-0.3210530622264043,-0.3465841695524321,0.96,R,Safe,-0.3789999999999999,Rep,0.8933891134401392,b'Hartzler'
MO-5,-0.135,0.195,0.2605845974945822,0.1923993776388712,0.96,D,Safe,0.2,Dem,0.2381001810187147,b'Cleaver'
MO-6,0.314,-0.221,-0.3344236744824154,-0.356639335391467,0.99,R,Safe,-0.3569999999999999,Rep,0.5969893303853142,b'Graves'
MO-7,0.457,-0.373,-0.3614477745357643,-0.3596995380861431,1.0,R,Safe,-0.427,Rep,0.7314378444107463,b'Long'
MO-8,0.544,-0.3390000000000001,-0.4837045525890794,-0.4745371505160045,0.94,R,Safe,-0.555,Rep,0.6770074814270214,b'Smith'
MS-1,0.33,-0.249,-0.3451871081214775,-0.3444750067551204,0.9,R,Safe,-0.389,Rep,0.7110049723998816,b'Kelly'
MS-2,-0.285,0.3340000000000001,0.7178684518405088,0.5341209666444504,0.78,D,Safe,0.28,Dem,0.1761941832389574,b'Thompson'
MS-3,0.245,-0.209,-0.2558508343342234,-0.4560046686400763,0.82,R,Safe,-0.3019999999999999,Rep,0.6618256277056832,b'Guest'
MS-4,0.412,-0.3639999999999999,-0.3747608746178464,-0.3888929014344904,0.84,R,Safe,-0.96,Rep,0.6702878346886316,b'Palazzo'
MT-AL,0.206,-0.1369999999999999,-0.0463442243681369,-0.1145153743848594,1.0,R,Vulnerable,-0.1159999999999999,Rep,0.7425807544881282,b'Gianforte'
NC-1,-0.37,0.3689999999999999,0.3969524158797102,0.4464430020455988,0.77,D,Safe,0.082,Dem,0.2691014932448407,b'Butterfield'
NC-2,0.096,-0.13,-0.054551648457661,-0.1275156558962084,0.98,R,Vulnerable,0.282,Dem,0.6294482684353584,b'Holding'
NC-3,0.236,-0.179,-1.0,-0.4906094324313663,0.87,R,Safe,-0.268,Rep,0.5453791629644397,b'Murphy'
NC-4,-0.4,0.303,0.4833437316016555,0.4580342082516281,0.94,D,Safe,0.3459999999999999,Dem,0.2690676062091865,b'Price'
NC-5,0.176,-0.142,-0.1406958289494801,-0.170005980848355,0.85,R,Safe,-0.36,Rep,0.523955379830517,b'Foxx'
NC-6,0.147,-0.1269999999999999,-0.1303207202138134,-0.1767105923075521,0.89,R,Vulnerable,0.246,Dem,0.7383693135415259,b'Walker'
NC-7,0.177,-0.1269999999999999,-0.1274157669528747,-0.1415402589573032,0.96,R,Safe,-0.212,Rep,0.7821838712596338,b'Rouzer'
NC-8,0.15,-0.103,-0.1067740029195252,-0.1643563187618851,0.9,R,Vulnerable,-0.0659999999999998,Rep,0.7594477329084242,b'Hudson'
NC-9,0.116,-0.116,-0.0032010809395968,-0.2917977291054901,0.92,R,Vulnerable,-0.11,Rep,0.4735650181421087,b'Bishop'
NC-10,0.246,-0.181,-0.185854766594304,-0.2021900927630588,0.92,R,Safe,-0.3799999999999999,Rep,0.5343902545210354,b'McHenry'
NC-11,0.292,-0.205,-0.2045592118829532,-0.2231993677271286,0.98,R,Vulnerable,-0.121,Rep,1.0,b'Meadows'
NC-12,-0.4000000000000001,0.365,0.461456340591392,0.4753900705253416,0.79,D,Safe,1.0,Dem,0.2083013737465819,b'Adams'
NC-13,0.0939999999999999,-0.0679999999999999,-0.0599617206163818,-0.1160304008300189,0.69,R,Safe,-0.3659999999999999,Rep,0.884611345391889,b'Budd'
ND-AL,0.3639999999999999,-0.198,-0.2462927484667155,-0.2506586874200507,0.9,R,Safe,-0.4139999999999999,Rep,0.6209136608510636,b'Armstrong'
NE-1,0.2129999999999999,-0.167,-0.2071845677461123,-0.3345902848802664,1.0,R,Safe,-0.2189999999999999,Rep,0.6698499369569914,b'Fortenberry'
NE-2,0.022,-0.0709999999999999,-0.0199005976215868,-0.003626900556413,1.0,R,Vulnerable,-0.0479999999999999,Rep,0.7554024573434821,b'Bacon'
NE-3,0.549,-0.424,-0.5344297340884372,-0.6314027099731854,0.95,R,Safe,-0.6080000000000001,Rep,0.6655263273202042,b'Smith'
NH-1,0.016,0.016,0.0855143125148175,0.0251411001207085,0.92,D,Safe,0.0519999999999999,Dem,0.3407157874149266,b'Pappas'
NH-2,-0.0239999999999999,0.097,0.1335978977851665,0.0815751461318267,0.91,D,Safe,0.1109999999999998,Dem,0.3634586751562895,b'Kuster'
NJ-1,-0.245,0.3129999999999999,0.3113340773978998,0.2764285573505277,0.84,D,Safe,0.262,Dem,0.3404460242448169,b'Norcross'
NJ-2,0.046,0.081,0.0767099004114365,-0.1397088523670138,0.89,R,Vulnerable,-0.057,Rep,0.5544167325059826,b'Van Drew'
NJ-3,0.0619999999999999,0.0459999999999999,0.0129466395112016,-0.0941199599476758,0.89,D,Safe,0.081,Dem,0.4031881697030428,b'Kim'
NJ-4,0.1479999999999999,-0.095,-0.1233200157636539,-0.2695640611373137,0.91,R,Safe,-0.2089999999999999,Rep,0.5682179485196049,b'Smith'
NJ-5,0.0109999999999999,-0.03,0.1368053461797146,-0.0157543002438553,0.9,D,Safe,0.099,Dem,0.6174665744277396,b'Gottheimer'
NJ-6,-0.156,0.24,0.272650828454531,0.2631180541851587,0.74,D,Safe,0.246,Dem,0.188811651089567,b'Pallone'
NJ-7,-0.011,-0.062,0.0501948925147641,-0.1088603890903534,0.82,D,Vulnerable,0.042,Dem,0.3113822315209387,b'Malinowski'
NJ-8,-0.542,0.575,0.5940243068000391,0.5883002842155931,0.62,D,Safe,0.5449999999999999,Dem,0.2691895910461006,b'Sires'
NJ-9,-0.3119999999999999,0.3760000000000001,0.414028820054287,0.4261003779118993,0.79,D,Safe,0.34,Dem,0.2816309218638118,b'Pascrell'
NJ-10,-0.7240000000000001,0.764,0.77469411817605,0.7525924476057576,0.68,D,Safe,0.729,Dem,0.2074733010052932,b'Payne'
NJ-11,0.0089999999999999,-0.0579999999999999,0.1463714637146371,-0.1211916422568463,0.74,D,Safe,0.122,Dem,0.4047718415622358,b'Sherrill'
NJ-12,-0.332,0.341,0.3736225854383357,0.3309488531540562,0.74,D,Safe,0.3779999999999999,Dem,0.0598680360750056,b'Watson Coleman'
NM-1,-0.165,0.1569999999999999,0.2280805259228935,0.2214101210756996,0.8,D,Safe,0.1999999999999999,Dem,0.0746277473873034,b'Haaland'
NM-2,0.102,-0.068,0.0186794876942225,-0.1767343606947107,0.96,D,Vulnerable,-0.078,Rep,0.4348950234987038,b'Torres Small'
NM-3,-0.1509999999999999,0.1879999999999999,0.3216670137570285,0.2658107516613285,0.26,D,Safe,0.1499999999999999,Dem,0.2309154057209181,b'Luj\xc3\xa1n'
NV-1,-0.29,0.3319999999999999,0.3530134493203067,0.2985518631245906,0.84,D,Safe,0.29,Dem,0.2435028930895534,b'Titus'
NV-2,0.1229999999999999,-0.081,-0.1646153364610467,-0.2425402176438225,0.92,R,Safe,-0.1559999999999999,Rep,0.590519639117078,b'Amodei'
NV-3,0.01,0.0079999999999999,0.0906285818120823,-0.0544698389974048,0.97,D,Vulnerable,0.038,Dem,0.3850564637111578,b'Lee'
NV-4,-0.0489999999999999,0.1069999999999999,0.0818076536607796,0.0435505696207538,0.91,D,Safe,0.049,Dem,0.2426286812701298,b'Horsford'
NY-1,0.1229999999999999,0.005,0.0098165915579534,-0.0097137127739615,0.76,R,Vulnerable,-0.2259999999999999,Rep,0.6428337261004612,b'Zeldin'
NY-2,0.091,0.0439999999999999,-0.01559591571075,-0.1277351720059231,0.78,R,Vulnerable,-0.1649999999999999,Rep,0.5564640054863654,b'King'
NY-3,-0.061,0.0259999999999999,0.1917944147800884,0.138795787634219,0.71,D,Safe,-0.015,Rep,0.3488096794196622,b'Suozzi'
NY-4,-0.096,0.135,0.2552669807767692,0.1944573882009608,0.76,D,Safe,0.047,Dem,0.3722398211242448,b'Rice'
NY-5,-0.73,0.815,0.9939865362820568,0.7875778414552803,0.67,D,Safe,1.0,Dem,0.1645190000633872,b'Meeks'
NY-6,-0.3299999999999999,0.368,0.845018270796704,0.5569252423760704,0.74,D,Safe,0.252,Dem,0.1828972663386293,b'Meng'
NY-7,-0.765,0.7810000000000001,0.8526592160303111,0.7317272124712162,0.76,D,Safe,0.6689999999999999,Dem,0.1672650056346388,b'Vel\xc3\xa1zquez'
NY-8,-0.711,0.792,0.8918550689836976,0.7777187691323124,0.75,D,Safe,0.6519999999999999,Dem,0.2424811462620304,b'Jeffries'
NY-9,-0.691,0.715,0.7303353111496733,0.7153873753089854,0.74,D,Safe,0.6389999999999999,Dem,0.0870647921833836,b'Clarke'
NY-10,-0.595,0.4859999999999999,0.6088368300799211,0.5684655993823433,0.6,D,Safe,0.3849999999999999,Dem,0.1472597804012341,b'Nadler'
NY-11,0.098,0.043,0.0853918084226192,-0.0350567878335394,0.85,D,Vulnerable,-0.1579999999999999,Rep,0.4100013423198017,b'Rose'
NY-12,-0.698,0.554,0.6964192840156107,0.5773149352729665,0.57,D,Safe,0.5959999999999999,Dem,0.1609243404685926,b'Maloney'
NY-13,-0.8689999999999999,0.9,0.8485379258264809,0.7446761216766542,0.71,D,Safe,0.8180000000000001,Dem,0.0722268685415042,b'Espaillat'
NY-14,-0.5790000000000001,0.6240000000000001,0.6452791705617404,0.612636089720922,0.71,D,Safe,0.3819999999999999,Dem,0.0948386464006787,b'Ocasio-Cortez'
NY-15,-0.8889999999999999,0.937,0.9051259720541652,0.8543730861735064,0.74,D,Safe,0.764,Dem,0.1404162938222046,b'Serrano'
NY-16,-0.5259999999999999,0.482,0.9425107441261809,0.681838422821053,0.63,D,Safe,0.828,Dem,0.1989130853751561,b'Engel'
NY-17,-0.202,0.153,0.8250215382710572,0.449130562689211,0.71,D,Safe,0.143,Dem,0.2463161363184355,b'Lowey'
NY-18,0.0189999999999999,0.0429999999999999,0.1192856291469665,0.0823342158788016,0.77,D,Safe,0.0289999999999999,Dem,0.2915780195786221,b'Maloney'
NY-19,0.0679999999999999,0.062,0.0808303181404651,-0.0387539398024055,0.79,D,Safe,0.0269999999999999,Dem,0.3974660577549811,b'Delgado'
NY-20,-0.135,0.204,0.2716849489124633,0.2762908751255444,0.8,D,Safe,0.132,Dem,0.2448909600606789,b'Tonko'
NY-21,0.1389999999999999,0.061,-0.0979270360909094,-0.1147696609163111,0.83,R,Safe,-0.286,Rep,0.7167690935349965,b'Stefanik'
NY-22,0.155,-0.004,0.0233906023597598,-0.2033002300029422,0.79,D,Vulnerable,-0.11,Rep,0.5267813902814967,b'Brindisi'
NY-23,0.1479999999999999,-0.012,-0.0574438167189463,-0.087508251635491,0.79,R,Safe,-0.271,Rep,0.5471397906107909,b'Reed'
NY-24,-0.036,0.1589999999999999,0.0090756573517047,-0.0320498910531945,0.77,R,Vulnerable,-0.207,Rep,0.5393933983469207,b'Katko'
NY-25,-0.1639999999999999,0.1939999999999999,0.2096734784540204,0.1535654630968132,0.69,D,Safe,0.08,Dem,0.2664021232129824,b'Morelle'
NY-26,-0.196,0.296,0.4139372157649905,0.4171879077593484,0.76,D,Safe,0.344,Dem,0.276690015237123,b'Higgins'
OH-1,0.066,-0.061,-0.0441750783558402,-0.1735286441079774,0.89,R,Vulnerable,-0.074,Rep,0.8440249716013372,b'Chabot'
OH-2,0.1609999999999999,-0.11,-0.163573970952251,-0.244322459803343,0.88,R,Safe,-0.2159999999999999,Rep,0.6921996723060303,b'Wenstrup'
OH-3,-0.384,0.408,0.4724193986468134,0.3861401280093914,0.85,D,Safe,0.412,Dem,0.2589353474793047,b'Beatty'
OH-4,0.3359999999999999,-0.14,-0.3052815601872535,-0.3092495108845497,0.91,R,Safe,-0.386,Rep,0.6229593747001373,b'Jordan'
OH-5,0.251,-0.0979999999999999,-0.2711896677561641,-0.3114090610899074,0.9,R,Safe,-0.36,Rep,0.7671423635851771,b'Latta'
OH-6,0.4259999999999999,-0.125,-0.3850174355685598,-0.2650183379285945,0.89,R,Safe,-0.486,Rep,0.7446486694175178,b'Johnson'
OH-7,0.297,-0.095,-0.1748723398541355,-0.4133893542265372,0.91,R,Safe,-0.383,Rep,0.8224772891341645,b'Gibbs'
OH-8,0.3449999999999999,-0.255,-0.331520719326933,-0.5349776715221725,0.89,R,Safe,-0.3809999999999999,Rep,0.639345106585837,b'Davidson'
OH-9,-0.222,0.3669999999999999,0.3559113035005196,0.3963510068437583,0.85,D,Safe,0.26,Dem,0.2771046231568507,b'Kaptur'
OH-10,0.0729999999999999,-0.0189999999999999,-0.1376124319374143,-0.2521901820066556,0.88,R,Safe,-0.1699999999999999,Rep,0.7223387469130685,b'Turner'
OH-11,-0.635,0.662,0.6449054496130217,0.7097491385505484,0.78,D,Safe,0.6000000000000001,Dem,0.211743543553987,b'Fudge'
OH-12,0.113,-0.105,-0.0422248695290752,-0.2705853155261546,0.95,R,Safe,-0.1349999999999999,Rep,0.6904681747491677,b'Balderson'
OH-13,-0.065,0.275,0.2198989537335402,0.350048512778521,0.88,D,Safe,0.075,Dem,0.305799994797408,b'Ryan'
OH-14,0.115,-0.0329999999999999,-0.1049590379947813,-0.2031027830451836,0.92,R,Safe,-0.202,Rep,0.6175858140203754,b'Joyce'
OH-15,0.154,-0.056,-0.1862961329216292,-0.2653077571097829,0.91,R,Safe,-0.268,Rep,0.7042581666652941,b'Stivers'
OH-16,0.167,-0.0819999999999999,-0.1346234693537085,-0.1892260967768065,0.92,R,Safe,-0.244,Rep,0.6291821953782072,b'Gonzalez'
OK-1,0.287,-0.3159999999999999,-0.1859889165820729,-0.6250629747152805,0.96,R,Safe,-0.31,Rep,0.7422864515916832,b'Hern'
OK-2,0.5010000000000001,-0.3559999999999999,-0.3492097295395412,-0.3668830202480302,0.94,R,Safe,-0.53,Rep,0.6812791717507227,b'Mullin'
OK-3,0.5269999999999999,-0.478,-0.4774784782004999,-0.542210919959692,0.93,R,Safe,-0.5700000000000001,Rep,0.520630596313577,b'Lucas'
OK-4,0.374,-0.3419999999999999,-0.3006237375231366,-0.4001118305902205,0.94,R,Safe,-0.3899999999999999,Rep,0.75958464124252,b'Cole'
OK-5,0.134,-0.184,0.013968865082022,-0.1602638705277165,0.95,D,Vulnerable,-0.042,Rep,0.4740995203459695,b'Horn'
OR-1,-0.2279999999999999,0.1729999999999999,0.31590451728704,0.2590882003500445,1.0,D,Safe,0.294,Dem,0.203715833156112,b'Bonamici'
OR-2,0.201,-0.1629999999999999,-0.1689652273201901,-0.362086528673251,1.0,R,Safe,-0.2329999999999999,Rep,0.5337913916327782,b'Walden'
OR-3,-0.482,0.473,0.5277602868398182,0.5800704456434496,1.0,D,Safe,0.497,Dem,0.0816880113095434,b'Blumenauer'
OR-4,-0.001,0.067,0.1509709219534826,0.1799557892418118,1.0,D,Vulnerable,0.053,Dem,0.2711690549082156,b'DeFazio'
OR-5,-0.0419999999999999,0.0339999999999999,0.1319500430999612,0.1242518960109001,1.0,D,Safe,0.067,Dem,0.4156055830368191,b'Schrader'
PA-1,-0.02,0.016,-0.0251911776299431,0.4936384343532839,0.95,R,Vulnerable,-0.134,Rep,0.5972729886490109,b'Fitzpatrick'
PA-2,-0.4800000000000001,0.556,0.5803388420750364,0.7342676060602269,0.79,D,Safe,0.442,Dem,0.2907609924085714,b'Boyle'
PA-3,-0.8390000000000001,0.8410000000000001,0.8676155936583798,-0.120871933435058,0.82,D,Safe,0.8180000000000001,Dem,0.1953741429027569,b'Evans'
PA-4,-0.1929999999999999,0.133,0.2704487508671405,-0.1986445533082153,0.98,D,Safe,0.1879999999999999,Dem,0.2209412981319409,b'Dean'
PA-5,-0.282,0.2769999999999999,0.3037733743772849,-0.1424823670822191,0.9,D,Safe,0.29,Dem,0.2005506322071264,b'Scanlon'
PA-6,-0.093,0.032,0.1775183216931497,-0.0589701040764505,0.95,D,Safe,0.1179999999999999,Dem,0.3753922156476362,b'Houlahan'
PA-7,-0.011,0.07,0.1001895457359806,-0.1294704252823227,0.95,D,Safe,0.0359999999999999,Dem,0.2740005474714582,b'Wild'
PA-8,0.0959999999999999,0.1189999999999999,0.0928410821788641,-0.0914465060639407,0.93,D,Vulnerable,0.034,Dem,0.2978841801163084,b'Cartwright'
PA-9,0.34,-0.16,-0.1949125647278118,-0.2414150990031462,0.93,R,Safe,-0.328,Rep,0.6486663096237617,b'Meuser'
PA-10,0.0889999999999999,-0.066,-0.0264471726573962,-0.2798110634842654,0.94,R,Vulnerable,-0.068,Rep,0.7340313201494764,b'Perry'
PA-11,0.2579999999999999,-0.225,-0.1795204334543778,-0.2374761795296462,0.97,R,Safe,-0.264,Rep,0.6635345756575107,b'Smucker'
PA-12,0.3639999999999999,-0.247,-0.3207502296286577,-0.194061540483683,0.94,R,Safe,-0.418,Rep,0.5542533828621525,b'Keller'
PA-13,0.457,-0.3449999999999999,-0.4098457747980384,0.3285748326266702,0.97,R,Safe,-0.47,Rep,0.7400753857492202,b'Joyce'
PA-14,0.29,-0.1769999999999999,-0.1581069244215623,0.4667756523839586,0.94,R,Safe,-0.296,Rep,0.7432779589420568,b'Reschenthaler'
PA-15,0.433,-0.2689999999999999,-0.3568472566633274,-0.4238790195213787,0.95,R,Safe,-0.47,Rep,0.7293026416541419,b'Thompson'
PA-16,0.2,-0.048,-0.0428322078080458,-0.1159716263374235,0.92,R,Safe,-0.1879999999999999,Rep,0.7281604547314355,b'Kelly'
PA-17,0.026,-0.045,0.1251462778619014,0.1356530113968798,0.95,D,Safe,0.022,Dem,0.3934951496139609,b'Lamb'
PA-18,-0.275,0.283,1.0,-0.3197761403239562,0.88,D,Safe,0.3819999999999999,Dem,0.3200047375446409,b'Doyle'
RI-1,-0.256,0.34,0.336230418823205,0.2360353293781296,0.89,D,Safe,0.711,Dem,0.2076009173783312,b'Cicilline'
RI-2,-0.071,0.215,0.2721175519711643,0.2496742323424027,0.96,D,Safe,0.1619999999999999,Dem,0.2445269252017817,b'Langevin'
SC-1,0.131,-0.1809999999999999,0.0138536632884881,-0.3619431379389245,1.0,D,Vulnerable,-0.012,Rep,0.5238006788216719,b'Cunningham'
SC-2,0.1769999999999999,-0.197,-0.1378359564282353,-0.4073516969590844,0.96,R,Safe,-0.131,Rep,0.7196357793724847,b'Wilson'
SC-3,0.38,-0.306,-0.368216300330675,-0.3957237025656636,0.98,R,Safe,-0.424,Rep,0.8031319346811884,b'Duncan'
SC-4,0.257,-0.26,-0.2301250256200041,-0.4435544442355067,1.0,R,Safe,-0.248,Rep,0.6228375831600459,b'Timmons'
SC-5,0.185,-0.115,-0.1553952666958994,-0.1781639029970026,1.0,R,Safe,-0.202,Rep,0.9573068854999776,b'Norman'
SC-6,-0.365,0.428,0.4189398012914601,0.5623719963533108,0.91,D,Safe,0.374,Dem,0.2536331447455637,b'Clyburn'
SC-7,0.1889999999999999,-0.101,-0.1925119179809145,-0.1960009338990102,1.0,R,Safe,-0.236,Rep,0.6061066020192882,b'Rice'
SD-AL,0.298,-0.18,-0.2433295277386122,-0.2512431175216154,1.0,R,Safe,-0.81,Rep,0.6244500776092979,b'Johnson'
TN-1,0.57,-0.47,-0.5604417652776416,-0.6449569890323014,0.98,R,Safe,-0.524,Rep,0.8543110394402347,b'Roe'
TN-2,0.3539999999999999,-0.364,-0.3287936704128423,-0.4698339435413472,1.0,R,Safe,-0.367,Rep,0.6305730810510377,b'Burchett'
TN-3,0.352,-0.282,-0.2920716945049132,-0.3012805095216896,0.99,R,Safe,-0.3679999999999999,Rep,0.6648079419405973,b'Fleischmann'
TN-4,0.412,-0.3219999999999999,-0.2979466640281177,-0.2359581073693257,1.0,R,Safe,-0.3340000000000001,Rep,0.7393899737945139,b'DesJarlais'
TN-5,-0.1829999999999999,0.1339999999999999,0.3569369451816601,0.2996852456459511,0.9,D,Safe,1.0,Dem,0.3393166826458218,b'Cooper'
TN-6,0.4889999999999999,-0.3959999999999999,-0.4118356516844897,-0.5375705015087051,1.0,R,Safe,-0.497,Rep,0.5733075855143996,b'Rose'
TN-7,0.3929999999999999,-0.328,-0.3475454431096295,-0.4343396339067348,1.0,R,Safe,-0.4250000000000001,Rep,0.7497580961621918,b'Green'
TN-8,0.3559999999999999,-0.3319999999999999,-0.3755863818478326,-0.4183840199159533,0.96,R,Safe,-0.39,Rep,0.6740595638831217,b'Kustoff'
TN-9,-0.5770000000000001,0.5750000000000001,0.6074522250876149,0.5588672541211096,0.93,D,Safe,0.573,Dem,0.1149117634232392,b'Cohen'
TX-1,0.4690000000000001,-0.4409999999999999,-0.4593588862151943,-0.4878308149257248,0.88,R,Safe,-0.452,Rep,0.7021549249589351,b'Gohmert'
TX-2,0.0929999999999999,-0.2729999999999999,-0.0728799659822622,-0.2558387333931197,0.96,R,Safe,-0.138,Rep,0.7314673866447051,b'Crenshaw'
TX-3,0.1419999999999999,-0.3009999999999999,-0.1001116760690024,-0.5466201354068623,0.99,R,Vulnerable,-0.124,Rep,0.5966034702759109,b'Taylor'
TX-4,0.536,-0.492,-0.5266585086962627,-0.7239307656293757,0.94,R,Safe,-0.523,Rep,0.7141232374594291,b'Ratcliffe'
TX-5,0.284,-0.301,-0.24796784832965,-0.5548413439591772,0.92,R,Safe,-0.261,Rep,0.7167711009389071,b'Gooden'
TX-6,0.123,-0.171,-0.0765929027268964,-0.1761726850339746,0.94,R,Safe,-0.089,Rep,0.9025201192749132,b'Wright'
TX-7,-0.0139999999999999,-0.2129999999999999,0.0505621898103866,-0.1509553193347366,0.92,D,Safe,0.033,Dem,0.3753084729274497,b'Fletcher'
TX-8,0.488,-0.5529999999999999,-0.4857378189405865,-0.7371386725841838,1.0,R,Safe,-0.471,Rep,0.5844455380466724,b'Brady'
TX-9,-0.613,0.569,0.8905562708740465,0.7499097987605572,0.92,D,Safe,0.5389999999999999,Dem,0.2222778185507858,b'Green'
TX-10,0.0909999999999999,-0.203,-0.0426603254425375,-0.1886667150477879,0.99,R,Vulnerable,-0.072,Rep,0.5956458833768887,b'McCaul'
TX-11,0.587,-0.596,-0.6169972365537238,-0.7538544915084615,0.9,R,Safe,-0.6140000000000001,Rep,0.7046933091480293,b'Conaway'
TX-12,0.3019999999999999,-0.3509999999999999,-0.303782994588273,-0.4053915954917895,0.99,R,Safe,-0.307,Rep,0.5179170283956648,b'Granger'
TX-13,0.6300000000000001,-0.617,-0.6461827918083798,-0.7927348349684975,0.88,R,Safe,-0.631,Rep,0.4932883513220254,b'Thornberry'
